"year","month","Residential.Commercial","BOROUGH","Ejectment","Eviction.Legal.Possession","Latitude","Longitude","Census.Tract","dtm"
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.64002,-74.007916,106,2022-06-24
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.597617,-73.951085,578,2020-01-06
"2022","03","Residential","BRONX","Not an Ejectment","Possession",40.829734,-73.881344,54,2022-03-07
"2020","03","Commercial","BRONX","Not an Ejectment","Possession",40.855318,-73.887079,389,2020-03-11
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.584298,-73.95629,608,2022-05-12
"2020","01","Commercial","BRONX","Not an Ejectment","Possession",40.855317,-73.867681,22401,2020-01-08
"2020","01","Commercial","BRONX","Not an Ejectment","Possession",40.855317,-73.867681,22401,2020-01-08
"2020","03","Commercial","QUEENS","Not an Ejectment","Possession",40.718752,-73.757697,492,2020-03-09
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.857139,-73.885532,389,2020-01-28
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.705487,-73.836001,134,2020-01-06
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.750811,-73.81884,1205,2020-03-05
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.685218,-73.848375,38,2020-01-31
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.684568,-73.789713,274,2020-01-06
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.834938,-73.858741,212,2020-01-08
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.615866,-73.971253,444,2022-03-28
"2020","02","Commercial","BROOKLYN","Not an Ejectment","Possession",40.690049,-73.936907,279,2020-02-04
"2022","03","Commercial","QUEENS","Not an Ejectment","Possession",40.748183,-73.876382,469,2022-03-24
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.853257,-73.88397,391,2020-03-10
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.845983,-73.852458,252,2020-03-10
"2022","04","Residential","BRONX","Not an Ejectment","Possession",40.891873,-73.860168,420,2022-04-11
"2022","07","Commercial","BROOKLYN","Not an Ejectment","Possession",40.67757,-73.880717,1168,2022-07-25
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.69898,-73.779065,414,2022-08-22
"2020","03","Residential","BROOKLYN","Not an Ejectment","Eviction",40.682868,-73.984814,127,2020-03-04
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.71285,-73.732742,568,2022-04-05
"2022","01","Residential","BRONX","Not an Ejectment","Possession",40.866987,-73.885884,40702,2022-01-27
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.832697,-73.89653,153,2022-07-01
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.846691,-73.915719,217,2022-06-24
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.638215,-73.945323,788,2022-06-21
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.799066,-73.938585,188,2020-03-02
"2022","03","Commercial","BROOKLYN","Not an Ejectment","Possession",40.621919,-74.025277,142,2022-03-10
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.823067,-73.918817,69,2020-01-30
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.821048,-73.943648,259,2020-01-10
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.692126,-73.9847,15,2020-01-06
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.630436,-73.966286,528,2022-05-12
"2022","05","Commercial","STATEN ISLAND","Not an Ejectment","Possession",40.597308,-74.181767,29102,2022-05-13
"2022","02","Commercial","QUEENS","Not an Ejectment","Possession",40.740621,-73.946949,1,2022-02-08
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.873529,-73.876149,425,2020-01-28
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.656399,-73.921359,886,2022-04-07
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.634841,-73.902505,994,2022-09-16
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.780056,-73.950171,154,2022-06-28
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.642216,-73.954443,790,2020-02-24
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.846783,-73.888268,371,2022-08-22
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.658464,-73.982087,169,2020-01-03
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.842319,-73.886584,36502,2022-05-20
"2022","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.763521,-73.965132,110,2022-01-26
"2022","03","Residential","BRONX","Not an Ejectment","Possession",40.843039,-73.822535,27401,2022-03-10
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.657327,-73.743785,664,2020-02-11
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.837491,-73.855263,21002,2020-02-26
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.772492,-73.95091,136,2020-01-28
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.732521,-73.983251,48,2022-09-06
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.67764,-73.91284,301,2022-07-29
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.628221,-73.900176,1026,2020-03-11
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.697745,-73.936593,389,2020-02-26
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.662971,-73.940966,331,2020-02-05
"2022","02","Residential","QUEENS","Not an Ejectment","Possession",40.67182,-73.75418,328,2022-02-03
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.852093,-73.912163,243,2020-02-18
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.83738,-73.914463,17902,2020-01-28
"2022","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.634544,-73.972445,484,2022-01-10
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.833368,-73.868643,76,2020-01-14
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.858883,-73.870628,33201,2022-08-16
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.823694,-73.916973,69,2022-05-11
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.880784,-73.882063,421,2020-02-11
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.663169,-73.8956,1130,2020-01-31
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.655734,-73.924466,864,2022-05-20
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.666483,-73.937777,335,2022-06-08
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.694909,-73.812706,152,2020-03-02
"2022","04","Commercial","MANHATTAN","Not an Ejectment","Possession",40.71557,-73.999466,29,2022-04-29
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.662608,-73.747563,680,2022-08-23
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.6849,-73.948937,249,2022-08-09
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.82706,-73.870079,44,2020-02-20
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.751713,-73.972692,88,2022-08-10
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.823118,-73.917512,69,2020-01-30
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.867396,-73.90062,265,2020-01-27
"2022","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.830944,-73.947166,237,2022-01-10
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.850398,-73.885037,393,2020-02-27
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.676139,-73.95058,315,2022-07-27
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.88154,-73.858982,390,2020-03-03
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.861675,-73.898712,23703,2022-09-21
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.671865,-73.93823,339,2022-06-08
"2022","05","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.61783,-74.082378,29,2022-05-16
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.701952,-73.785965,440,2020-03-09
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.680785,-73.75834,352,2020-01-10
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.832271,-73.912652,175,2020-02-13
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.821031,-73.899024,12901,2020-01-13
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.666172,-73.932107,351,2022-07-22
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.669774,-73.948967,319,2020-01-17
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.652673,-73.961492,50803,2020-01-31
"2020","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.636922,-74.083555,11,2020-03-10
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.719741,-73.814158,77904,2020-03-12
"2022","07","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.631936,-74.077298,21,2022-07-20
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.789312,-73.967018,177,2022-08-08
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.851533,-73.922961,53,2022-06-07
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.857139,-73.885532,389,2020-01-28
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.686396,-73.868752,1184,2022-07-14
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.859229,-73.902281,239,2022-09-16
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.671609,-73.883684,1164,2022-08-01
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.830872,-73.826387,164,2022-08-08
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.648017,-73.906903,970,2022-04-01
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.835963,-73.916307,22102,2022-05-27
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.677893,-73.928338,299,2022-05-18
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.870267,-73.890824,40701,2022-05-03
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.83556,-73.91328,17902,2020-01-06
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.666772,-73.891302,1158,2022-09-27
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.831115,-73.846088,96,2020-01-29
"2021","12","Residential","BROOKLYN","Not an Ejectment","Possession",40.634932,-73.958119,766,2021-12-09
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.674294,-73.908348,36502,2022-04-01
"2022","02","Residential","QUEENS","Not an Ejectment","Possession",40.67182,-73.75418,328,2022-02-03
"2022","07","Commercial","MANHATTAN","Not an Ejectment","Possession",40.753629,-73.990959,109,2022-07-21
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.832444,-73.896585,153,2020-03-02
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.815682,-73.924935,51,2020-02-13
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.594987,-73.764473,992,2020-01-22
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.830904,-73.893118,123,2020-01-24
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.628221,-73.900176,1026,2020-03-11
"2020","02","Commercial","BROOKLYN","Not an Ejectment","Possession",40.674021,-73.906853,908,2020-02-10
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.692967,-73.761584,528,2022-08-24
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.811838,-73.935437,210,2020-01-17
"2022","08","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.61873,-74.092551,39,2022-08-01
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.699981,-73.914098,441,2020-02-13
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.615956,-74.029374,162,2020-03-02
"2020","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.802628,-73.937295,196,2020-02-25
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.872109,-73.85454,348,2022-08-23
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.81164,-73.946369,224,2020-02-25
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.649369,-73.974922,504,2022-06-27
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.814439,-73.955973,219,2020-01-16
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.696725,-73.90606,555,2020-02-07
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.851421,-73.857799,250,2022-09-07
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.681447,-73.970879,163,2020-02-24
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.825261,-73.887195,12102,2020-02-04
"2022","03","Residential","BRONX","Not an Ejectment","Possession",40.839637,-73.914817,223,2022-03-03
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.666457,-73.95403,323,2020-02-05
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.612797,-73.990156,266,2022-07-06
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.63848,-73.942462,782,2020-02-05
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.653027,-73.92373,864,2020-01-21
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.66543,-73.951659,321,2020-03-13
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.826979,-73.902552,135,2020-02-10
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.728262,-73.902184,511,2020-01-15
"2022","05","Commercial","BROOKLYN","Not an Ejectment","Possession",40.580476,-73.96697,364,2022-05-26
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.646259,-73.96346,512,2020-03-03
"2022","05","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.558375,-74.197161,17007,2022-05-27
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.883538,-73.891851,281,2020-01-28
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.819139,-73.9527,22301,2020-02-26
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.8354,-73.943889,245,2020-01-28
"2022","08","Commercial","MANHATTAN","Not an Ejectment","Possession",40.80921,-73.944449,224,2022-08-03
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.860147,-73.893755,39902,2020-01-02
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.873035,-73.901953,26702,2022-07-20
"2022","08","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.645077,-74.089655,81,2022-08-19
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.669946,-73.763725,330,2020-02-26
"2020","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.732129,-73.98512,40,2020-02-13
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.875994,-73.859207,368,2020-01-07
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.803323,-73.944851,200,2020-02-25
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.879694,-73.864591,380,2022-08-17
"2020","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.638543,-74.171232,31902,2020-03-03
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.817599,-73.941227,230,2022-09-12
"2022","09","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.636559,-74.123386,13302,2022-09-20
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.755344,-73.993156,111,2020-01-13
"2022","10","Residential","QUEENS","Not an Ejectment","Possession",40.732739,-73.805015,122701,2022-10-04
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.773001,-73.948227,136,2022-09-28
"2020","03","Commercial","QUEENS","Not an Ejectment","Possession",40.699204,-73.820938,14202,2020-03-09
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.874862,-73.910845,309,2020-03-13
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.838659,-73.917732,22101,2020-01-14
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.771757,-73.776083,1097,2022-05-09
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.643089,-73.955534,792,2022-09-21
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.63434,-73.90698,996,2020-02-10
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.708005,-74.015531,13,2022-09-06
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.869863,-73.836814,356,2022-08-09
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.826721,-73.851109,98,2022-02-18
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.834298,-73.941537,245,2020-02-21
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.864961,-73.902702,263,2020-02-25
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.880784,-73.882063,421,2020-02-11
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.687823,-73.915181,399,2020-02-03
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.850722,-73.918114,21501,2020-02-06
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.815801,-73.940834,228,2020-01-06
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.680205,-73.845607,54,2020-02-19
"2022","03","Commercial","BROOKLYN","Not an Ejectment","Possession",40.67132,-73.977877,155,2022-03-11
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.643968,-73.951761,792,2020-02-27
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.685817,-73.794451,190,2020-01-06
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.837247,-73.871497,218,2022-08-22
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.718451,-73.754163,496,2022-04-14
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.671647,-73.914708,363,2022-07-01
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.845884,-73.90748,22901,2020-03-10
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.61313,-73.920142,670,2022-08-01
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.831311,-73.88756,123,2022-07-19
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.822933,-73.941832,232,2020-02-24
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.839528,-73.850647,204,2022-09-21
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.658779,-73.939586,87401,2020-01-24
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.725735,-73.813781,77908,2022-05-10
"2022","04","Commercial","MANHATTAN","Not an Ejectment","Possession",40.77084,-73.982829,145,2022-04-13
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.877497,-73.84772,386,2020-01-21
"2022","09","Residential","QUEENS","Not an Ejectment","Eviction",40.660516,-73.757559,690,2022-09-08
"2022","06","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.625006,-74.133808,201,2022-06-07
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.865161,-73.822176,302,2022-06-10
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.876729,-73.85031,386,2022-06-16
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.693588,-73.951574,253,2020-02-07
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.835842,-73.909503,17702,2022-05-24
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.762305,-73.964505,110,2022-09-28
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.828727,-73.91885,18302,2020-01-23
"2020","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.625527,-74.092492,39,2020-01-29
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.598994,-74.001073,286,2020-01-30
"2022","07","Commercial","BROOKLYN","Not an Ejectment","Possession",40.661802,-73.946997,806,2022-07-18
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.850027,-73.909849,23301,2022-05-03
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.747467,-74.005691,99,2022-08-16
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.70368,-73.822242,138,2022-03-10
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.891242,-73.860853,408,2020-01-21
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.861073,-73.901128,239,2020-02-24
"2020","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.62887,-74.076516,21,2020-03-02
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.639715,-73.952989,790,2020-02-10
"2021","12","Residential","BROOKLYN","Not an Ejectment","Possession",40.675981,-73.980741,133,2021-12-16
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.858812,-73.901493,239,2020-01-08
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.889454,-73.857794,406,2020-02-28
"2020","02","Residential","BRONX","Not an Ejectment","Eviction",40.823573,-73.902795,133,2020-02-19
"2020","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.614079,-74.083429,40,2020-02-14
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.836686,-73.911088,17702,2022-05-13
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.717509,-73.733128,568,2022-05-06
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.823118,-73.917512,69,2020-01-30
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.682456,-73.931236,297,2020-01-10
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.688779,-73.933223,293,2022-05-23
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.581829,-73.96725,366,2020-03-02
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.629441,-73.953213,772,2022-04-27
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.62807,-73.929609,728,2020-01-29
"2022","09","Commercial","MANHATTAN","Not an Ejectment","Possession",40.752491,-73.978564,82,2022-09-27
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.616807,-74.027195,162,2022-03-31
"2022","09","Commercial","MANHATTAN","Not an Ejectment","Possession",40.766481,-73.981809,137,2022-09-19
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.88592,-73.83344,484,2020-01-08
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.88592,-73.83344,484,2020-01-08
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.872385,-73.869314,376,2020-02-11
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.842136,-73.880014,361,2022-06-27
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.671533,-73.948551,31702,2020-02-11
"2020","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.643261,-74.084633,7,2020-01-17
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.674891,-73.739016,632,2020-03-02
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.661793,-73.959934,327,2022-05-18
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.878284,-73.829767,46201,2020-02-11
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.780535,-73.954024,14802,2022-09-01
"2020","02","Residential","BROOKLYN","Not an Ejectment","Eviction",40.573698,-73.999327,342,2020-02-25
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.654282,-73.961805,50804,2022-03-03
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.84823,-73.907118,23301,2020-03-03
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.867038,-73.919837,293,2020-02-13
"2022","04","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.562953,-74.111193,12806,2022-04-20
"2021","12","Commercial","MANHATTAN","Not an Ejectment","Possession",40.709452,-73.99433,8,2021-12-30
"2021","12","Commercial","MANHATTAN","Not an Ejectment","Possession",40.709452,-73.99433,8,2021-12-30
"2020","02","Commercial","BRONX","Not an Ejectment","Possession",40.823118,-73.917512,69,2020-02-05
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.84009,-73.915551,223,2020-03-10
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.867,-73.869194,336,2020-01-28
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.745823,-73.89624,263,2022-05-27
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.870971,-73.876675,425,2020-02-11
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.817599,-73.941227,230,2022-08-15
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.83437,-73.941703,245,2020-01-22
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.824487,-73.915639,141,2022-09-23
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.688055,-73.822681,15802,2020-01-07
"2022","03","Commercial","QUEENS","Not an Ejectment","Possession",40.679951,-73.75212,626,2022-03-03
"2022","06","Commercial","BRONX","Not an Ejectment","Possession",40.885789,-73.854829,406,2022-06-10
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.598432,-73.754255,99801,2020-01-13
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.83121,-73.870107,64,2020-01-29
"2020","02","Commercial","BRONX","Not an Ejectment","Possession",40.863088,-73.904708,263,2020-02-06
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.876904,-73.833705,46201,2020-02-11
"2022","09","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.637558,-74.083743,11,2022-09-20
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.642192,-73.950577,828,2022-09-08
"2020","01","Commercial","STATEN ISLAND","Not an Ejectment","Possession",40.591529,-74.190947,29102,2020-01-02
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.651487,-73.935964,872,2022-07-06
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.853846,-73.865783,22404,2022-02-10
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.632451,-74.031989,44,2022-08-01
"2022","03","Commercial","MANHATTAN","Not an Ejectment","Possession",40.758685,-73.992434,121,2022-03-15
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.705638,-73.836033,134,2020-02-04
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.694053,-73.971028,187,2022-05-03
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.578674,-74.000299,330,2020-01-10
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.658784,-73.949137,804,2020-03-02
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.613171,-73.944274,642,2020-02-13
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.82504,-73.940317,259,2022-06-21
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.71366,-73.937343,481,2022-04-05
"2022","09","Commercial","BRONX","Not an Ejectment","Possession",40.824046,-73.862616,42,2022-09-16
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.881542,-73.896483,279,2022-09-07
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.62629,-73.961616,530,2020-03-11
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.743366,-73.989964,58,2020-03-03
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.604928,-74.006284,178,2020-01-03
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.671652,-73.774379,294,2020-01-06
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.826104,-73.943304,231,2020-03-12
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.666144,-73.763583,320,2022-05-12
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.818095,-73.937938,214,2020-01-13
